"Sym_A","Sym_B","PPI score"
"PRKCG","VCAM1","0.9596"
"ADCY1","EDNRA","0.9596"
"CDK2","PSMB10","0.9596"
"GNAO1","PLCB4","0.9596"
"CX3CR1","CXCL16","0.9596"
"CD4","GNAO1","0.9596"
"MMP2","NCF2","0.9596"
"MAPK11","NCF2","0.9596"
"MYC","SERPINI1","0.9596"
"ICAM1","PRKCG","0.9596"
"MYC","TMEFF2","0.9596"
"HLA-DRB1","GNAO1","0.9596"
"CYBA","MAPK11","0.9596"
"CYBB","MAPK11","0.9596"
"CYBB","MMP2","0.9596"
"CDC20","PSMD9","0.9596"
"CDC20","PSMA1","0.9596"
"ADCY5","GNAO1","0.9596"
"CDC20","PSMB10","0.9596"
"CDC20","PSMA6","0.9596"
"ADCY5","EDNRA","0.9596"
"SMPD3","TNFRSF1A","0.9596"
"CAMK2A","RASGRF1","0.9596"
"PSMD9","UBE2C","0.9596"
"PSMA6","UBE2C","0.9596"
"EGFR","IPCEF1","0.9596"
"CCR1","CCR5","0.9595"
"CD4","CD53","0.9593"
"CLDN9","TJP2","0.9592"
"CDK2","MYBL2","0.9592"
"ITGA4","THBS1","0.9592"
"FCGR1A","HCK","0.9592"
"CASP1","NLRP1","0.9592"
"ASPM","CCNB2","0.9590"
"NUF2","SKA1","0.9590"
"ANXA1","FPR3","0.9590"
"CENPH","ZWINT","0.9590"
"CDK1","CENPF","0.9590"
"COL1A1","MMP2","0.9590"
"CDC45","EXO1","0.9590"
"COL4A1","COL5A1","0.9590"
"FCGR3A","LILRA2","0.9588"
"CDK2","VIM","0.9587"
"KIF20A","PLK1","0.9587"
"GDF15","MDFI","0.9586"
"CYBA","MDFI","0.9586"
"APLN","MDFI","0.9586"
"SH3GL2","SH3GL3","0.9585"
"EGFR","SH3GL3","0.9585"
"EGFR","PDGFD","0.9584"
"DLGAP5","PRC1","0.9584"
"CD44","EGFR","0.9583"
"RAB3A","RPH3A","0.9580"
"COL7A1","THBS1","0.9580"
"CDK1","KIF4A","0.9580"
"NDC80","TYMS","0.9580"
"IL1B","LIF","0.9580"
"CDC20","CDK1","0.9580"
"COL1A1","COL22A1","0.9580"
"SPP1","TGFB1","0.9580"
"NPY","PENK","0.9580"
"CCNA2","FOXM1","0.9580"
"NCAPH","TOP2A","0.9580"
"CCNB1","NEK2","0.9578"
"PTK2B","MATK","0.9578"
"ITGA5","TNC","0.9578"
"NDC80","RRM2","0.9578"
"GABRA1","GABRG2","0.9578"
"BUB1B","PBK","0.9578"
"ASPM","RRM2","0.9576"
"AURKB","TPX2","0.9574"
"CBX2","GTF2I","0.9574"
"CBX2","TRANK1","0.9574"
"KCNB1","SNAP25","0.9573"
"SYP","VAMP2","0.9572"
"IRF9","STAT4","0.9572"
"EGFR","IGFBP3","0.9572"
"CCR1","FPR1","0.9571"
"BUB1B","MELK","0.9571"
"NEK2","PBK","0.9570"
"NDUFA11","UQCR11","0.9570"
"ADORA2A","VIPR1","0.9570"
"CDK1","MELK","0.9570"
"CENPH","SGOL1","0.9570"
"CDC20","CDCA5","0.9570"
"CDKN3","MAD2L1","0.9570"
"C1QB","C1S","0.9569"
"SYK","SLA","0.9568"
"FGF13","MAPK8IP2","0.9568"
"CCL2","OLR1","0.9568"
"MYC","PLAU","0.9567"
"HLA-C","CALR","0.9566"
"MIF","VCAM1","0.9565"
"FN1","MSN","0.9565"
"VCAM1","VIM","0.9565"
"CDC20","CKS2","0.9565"
"CDC6","MAD2L1","0.9565"
"TIMP1","THBS1","0.9564"
"ERBB3","PTK2B","0.9564"
"VEGFA","VTN","0.9563"
"IGFBP7","VEGFA","0.9563"
"HLA-B","B2M","0.9563"
"CAPN3","FLNC","0.9563"
"MAPK8IP2","MAP3K10","0.9563"
"FZD7","WNT10B","0.9563"
"EPB41L1","TJP2","0.9563"
"CXCR4","SOCS3","0.9563"
"CDKN1A","CSNK2B","0.9562"
"AKAP5","DLG4","0.9562"
"ESPL1","PLK1","0.9560"
"CENPK","CENPL","0.9560"
"TP53","THBS1","0.9560"
"KIF18A","PLK1","0.9560"
"CENPM","SPC24","0.9560"
"AURKB","MAD2L1","0.9560"
"AURKB","CCNB2","0.9560"
"CDK1","NDC80","0.9560"
"CENPH","PLK1","0.9560"
"BUB1","KIF2C","0.9560"
"CDC20","SKA1","0.9560"
"MELK","NDC80","0.9560"
"CDC20","CENPK","0.9560"
"MMP9","VEGFA","0.9560"
"STX1B","VAMP1","0.9560"
"CASP1","IL1B","0.9560"
"TOP2A","PBK","0.9560"
"B2M","CTSS","0.9560"
"TP53","RRM2","0.9559"
"BUB1","UBE2C","0.9558"
"EMILIN1","NMI","0.9557"
"CCNB1","CDC20","0.9556"
"CDC6","GINS2","0.9556"
"ATP1B1","FXYD7","0.9553"
"KIF11","CDC25C","0.9552"
"DTL","EXO1","0.9550"
"CENPK","ZWINT","0.9550"
"CENPK","SPC24","0.9550"
"CENPH","HJURP","0.9550"
"MYBL2","PLK1","0.9550"
"RGS7BP","RGS11","0.9550"
"KIF11","RRM2","0.9550"
"DLGAP5","PBK","0.9550"
"DLGAP5","RRM2","0.9550"
"POMC","SST","0.9549"
"CA11","CA3","0.9549"
"CHEK2","MAD2L1","0.9549"
"FN1","IL18","0.9548"
"BUB1","PLK1","0.9547"
"TNFSF13","TNFRSF11B","0.9547"
"GRIN2B","SHANK2","0.9546"
"BARD1","UBE2C","0.9546"
"BTK","TYROBP","0.9546"
"HJURP","MELK","0.9546"
"ITPR1","RYR2","0.9546"
"CCNA2","NCAPG","0.9546"
"FGFR3","SH3GL3","0.9545"
"ETV4","VEGFA","0.9544"
"GNB5","RGS11","0.9543"
"CDC6","CDKN3","0.9543"
"CCL3","TGFB1","0.9542"
"FGFR3","SH3GL2","0.9542"
"COL7A1","MMP2","0.9540"
"CDC25A","TOP2A","0.9540"
"ASPM","HMMR","0.9540"
"TAC1","TRPV1","0.9540"
"ADORA2A","DRD1","0.9540"
"MRC2","PLAU","0.9540"
"CDK1","PAK6","0.9540"
"LOXL1","LOXL2","0.9540"
"EDNRA","GNRH1","0.9540"
"CENPF","KIF23","0.9539"
"CCNB1","MYC","0.9539"
"CDT1","GINS2","0.9539"
"L1CAM","MSN","0.9539"
"TK1","MELK","0.9539"
"KIF4A","TOP2A","0.9539"
"CCNB1","RRM2","0.9538"
"CAV1","TNFRSF1A","0.9536"
"TGFB1","TNFRSF11B","0.9536"
"CDCA5","CDK1","0.9535"
"CCNA2","DTL","0.9535"
"MDK","SDC1","0.9535"
"CSF1R","ITGB2","0.9534"
"GABRA1","PPP3CA","0.9533"
"ARHGDIB","ARHGAP15","0.9533"
"TOP2A","TTK","0.9533"
"CSF1R","SH3GL2","0.9532"
"IGFBP3","KLKB1","0.9532"
"ERBB4","SH3GL2","0.9532"
"EFNA2","EPHA7","0.9532"
"FCGR1A","LAT","0.9532"
"ATP1B1","FXYD1","0.9532"
"FCGR2A","LAT","0.9531"
"GABRA1","PRKCG","0.9531"
"CCNB1","KPNA2","0.9530"
"CENPA","SPC24","0.9530"
"PENK","SST","0.9530"
"GNRH1","TAC1","0.9530"
"TFPI","THBS1","0.9530"
"CDK2","UBE2C","0.9530"
"CD44","CD4","0.9530"
"GBP1","OASL","0.9530"
"KCNAB2","KCNC1","0.9530"
"CDC6","KIF11","0.9530"
"RAB3A","RIMS1","0.9529"
"CFB","C4A","0.9528"
"EPB41L3","TJP2","0.9528"
"CD63","PTGFRN","0.9527"
"KIF15","TTK","0.9526"
"BUB1","TIMELESS","0.9526"
"ADCY5","PRKCZ","0.9526"
"NCAPG","UBE2C","0.9526"
"FLNC","ITGA5","0.9525"
"NMI","STAT4","0.9525"
"AR","ERBB3","0.9522"
"GRM1","ITPR1","0.9522"
"AKAP5","PPP3CA","0.9522"
"CCNA1","RRM2","0.9520"
"TUBA4A","TUBB4A","0.9520"
"ASPM","MAD2L1","0.9520"
"CXCL10","CXCL16","0.9520"
"CCNB2","KIF2C","0.9520"
"CCL5","CXCL16","0.9520"
"BUB1B","CENPL","0.9520"
"BUB1B","NCAPG","0.9520"
"CDKN3","NCAPG","0.9520"
"KIF11","TRIP13","0.9520"
"COL4A1","COL8A1","0.9520"
"CEP55","KIF23","0.9520"
"ACTC1","ACTA1","0.9520"
"CCNB1","CCNB2","0.9519"
"DTL","NDC80","0.9518"
"COL1A1","ITGA5","0.9518"
"CDK4","MYC","0.9516"
"ARRB1","CCR1","0.9515"
"CYBA","VCAM1","0.9515"
"SYK","VCAM1","0.9514"
"CCNB1","CDK2","0.9514"
"PTK2B","VEGFA","0.9513"
"OSMR","SOCS3","0.9512"
"ICAM1","TP53","0.9512"
"CXCR4","CXCL16","0.9512"
"LYZ","TTR","0.9510"
"KIF18A","ZWINT","0.9510"
"SGOL1","SPC24","0.9510"
"CENPH","CENPM","0.9510"
"FN1","PLAUR","0.9510"
"TK1","TP53","0.9510"
"COL5A2","COL6A2","0.9510"
"CDC45","DTL","0.9510"
"CDC20","PBK","0.9510"
"BIRC5","CDCA5","0.9510"
"MAD2L1","TOP2A","0.9510"
"CHEK1","MCM2","0.9510"
"RGS20","STMN2","0.9510"
"CACNA1C","RASGRF1","0.9508"
"CACNA2D3","RASGRF1","0.9508"
"CACNB2","RASGRF1","0.9508"
"CD37","SYK","0.9508"
"KIF11","RAD51","0.9508"
"CDK5R1","CDK4","0.9508"
"CCNB1","KIF2C","0.9507"
"CCNA2","TOP2A","0.9507"
"DLGAP5","NEK2","0.9507"
"PKD1","RGS7","0.9506"
"ERBB3","ERBB4","0.9506"
"FOSL1","TAB2","0.9506"
"CACNA1C","RASGRF2","0.9505"
"CAMK2B","PLCB4","0.9505"
"CACNA2D3","RASGRF2","0.9505"
"CAMK2A","PLCB4","0.9505"
"BARD1","RAD51","0.9504"
"GNB5","RGS7","0.9503"
"HP","ITGB2","0.9502"
"C1R","PTX3","0.9502"
"NCAPH","TP53","0.9502"
"B2M","LILRB1","0.9502"
"CDC20","MCM5","0.9501"
"CACNA2D2","RASGRF2","0.9500"
"RAB3A","SNCA","0.9500"
"CNKSR2","DLG2","0.9500"
"NCF1","TGFB1I1","0.9500"
"CACNA2D2","RASGRF1","0.9500"
"CALML6","CAMK4","0.9500"
"CTNNA3","TJP2","0.9500"
"CALML6","PLCB4","0.9500"
"CENPF","DLGAP5","0.9500"
"CENPF","PBK","0.9500"
"ERC2","LSP1","0.9500"
"CALML6","NOS1","0.9500"
"CCNB1","SKA3","0.9500"
"CSF1R","SH3GL3","0.9500"
"CCNB1","HMMR","0.9500"
"FBXL16","HPCAL4","0.9500"
"KCNA5","PRKCB","0.9500"
"CACNA1I","RASGRF2","0.9500"
"HLA-B","CD4","0.9500"
"TP53","SMAD1","0.9500"
"CACNG3","RASGRF2","0.9500"
"CACNA1I","RASGRF1","0.9500"
"CACNG3","RASGRF1","0.9500"
"CACNB1","RASGRF2","0.9500"
"PIK3AP1","PIK3R5","0.9500"
"CACNA1E","RASGRF1","0.9500"
"RALGDS","SNCA","0.9500"
"CACNA1E","RASGRF2","0.9500"
"BARD1","FBXO44","0.9500"
"LAT","SPRY1","0.9500"
"LAT","PIK3R5","0.9500"
"CACNB1","RASGRF1","0.9500"
"PRKCG","VTN","0.9500"
"CACNB2","RASGRF2","0.9500"
"ANXA1","FN1","0.9500"
"ARRB1","PDXP","0.9500"
"ARRB1","SNCA","0.9500"
"CACNB3","RASGRF1","0.9500"
"CACNA1B","RASGRF1","0.9500"
"GBP2","IRF9","0.9500"
"ARRB1","CX3CR1","0.9500"
"CACNA1B","RASGRF2","0.9500"
"CACNB3","RASGRF2","0.9500"
"ACTA1","NMI","0.9500"
"DAB1","SOCS3","0.9500"
"MYL7","MYH14","0.9500"
"PRKCB","LSP1","0.9500"
"FGFR3","SOCS3","0.9500"
"BUB1","CENPL","0.9500"
"CACNA1H","RASGRF2","0.9500"
"PRKCB","VTN","0.9500"
"CACNA1H","RASGRF1","0.9500"
"ERBB4","SH3GL3","0.9500"
"KCNQ3","KCNQ5","0.9500"
"CDC20","MELK","0.9500"
"BIRC5","UBE2C","0.9500"
"CACNG8","RASGRF2","0.9500"
"FLNC","ITGA4","0.9500"
"BIRC5","F2RL1","0.9500"
"CACNG8","RASGRF1","0.9500"
"CHD4","SNAI2","0.9500"
"KIF23","NUF2","0.9500"
"CAV1","GLIPR2","0.9500"
"CACNB4","RASGRF2","0.9500"
"KLHL2","WNK2","0.9500"
"CACNB4","RASGRF1","0.9500"
"CACNA1A","RASGRF2","0.9500"
"CAMK2A","KCNC1","0.9500"
"C5AR1","C3","0.9500"
"CACNA1A","RASGRF1","0.9500"
"CDK5R1","CDK3","0.9500"
"PLCB4","PPP3CA","0.9500"
"CCNA2","MKI67","0.9500"
"CEP55","NDC80","0.9500"
"TNK2","TP73","0.9500"
"TAB2","TRIM5","0.9500"
"DYNC1I1","KCNA5","0.9500"
"PILRB","SAMSN1","0.9500"
"POMC","ADCYAP1","0.9499"
"GAD1","GAD2","0.9498"
"FCER1G","FCGR2B","0.9498"
"APBA1","CACNA1B","0.9498"
"FOSL1","PLAU","0.9497"
"PRRX1","TNC","0.9496"
"DRD1","GRIN2A","0.9496"
"MAG","PLP1","0.9496"
"BTK","SYK","0.9495"
"TNFSF13","TNFRSF1A","0.9495"
"CCK","CCKBR","0.9494"
"TP53","PCNA","0.9494"
"LAMC1","NID1","0.9494"
"BUB1","MYC","0.9494"
"KIF23","UBE2C","0.9494"
"CCNA2","SMC4","0.9494"
"IGSF6","TYROBP","0.9494"
"CCNA2","CDK4","0.9494"
"DLG4","GRIN2C","0.9493"
"CD44","SPP1","0.9493"
"STMN2","NGFR","0.9492"
"CCNA1","TYMS","0.9490"
"ATP1A3","ATP1B1","0.9490"
"CDCA8","UBE2C","0.9490"
"KIRREL3","TGFB1","0.9490"
"ASPM","CDC20","0.9490"
"KIF2C","SKA1","0.9490"
"NUF2","PBK","0.9490"
"NDC80","PBK","0.9490"
"NCAPG","PBK","0.9490"
"SOCS2","SOCS3","0.9490"
"LYZ","SPI1","0.9488"
"MCM5","RRM2","0.9488"
"KIF2C","UBE2C","0.9488"
"MYC","TP53","0.9488"
"BUB1B","SNCG","0.9487"
"PLK1","SMC4","0.9486"
"COL1A1","BGN","0.9484"
"MMP9","SDC1","0.9484"
"CACNA1B","CACNB4","0.9483"
"B2M","IRF9","0.9482"
"KIF5C","KLC1","0.9481"
"NEK2","TTK","0.9480"
"PLK1","SKA1","0.9480"
"AURKB","CDC6","0.9480"
"CCL27","CXCL10","0.9480"
"CCL27","CXCR4","0.9480"
"CENPH","SPC24","0.9480"
"COL5A1","COL8A2","0.9480"
"COL1A2","COL4A2","0.9480"
"CEP55","DLGAP5","0.9480"
"B2M","LYZ","0.9480"
"CDC6","CDCA7","0.9480"
"PRKCE","SNCA","0.9478"
"FUT9","TSSK3","0.9478"
"CSNK2B","NCF1","0.9477"
"POLE2","GINS2","0.9476"
"FN1","TAB2","0.9476"
"KIF11","SMC4","0.9476"
"ADRB1","SH3GL2","0.9476"
"KIF15","NDC80","0.9475"
"KIF23","NEK2","0.9475"
"CCNA2","KIF2C","0.9475"
"F2RL1","ST14","0.9473"
"CAPG","NCAPH","0.9471"
"PTGDR2","PTGDS","0.9470"
"CDCA8","MELK","0.9470"
"GNRH1","TAC3","0.9470"
"CENPK","HJURP","0.9470"
"TP53","VEGFA","0.9470"
"CCNB2","CDKN3","0.9470"
"CENPL","KIF18A","0.9470"
"BUB1","NEK2","0.9470"
"TGFBI","VEGFA","0.9470"
"DLGAP5","NUF2","0.9470"
"DTL","KIF11","0.9469"
"CHEK1","NCAPG","0.9469"
"CDC6","NCAPG","0.9469"
"NCAPH","TPX2","0.9469"
"EZH2","TP53","0.9468"
"SCN1B","SYT1","0.9468"
"NOX4","TGFB1","0.9468"
"SFRP4","WNT7B","0.9468"
"LIF","VIP","0.9468"
"CAMK4","SYN1","0.9468"
"EGFR","TNC","0.9468"
"TGFBI","COL1A1","0.9467"
"SKA3","SPC24","0.9465"
"SFRP4","WNT10B","0.9464"
"ERBB4","GRIN1","0.9464"
"COL1A1","MMP9","0.9464"
"GABRA2","GABRG2","0.9462"
"NCAPG","KIF2C","0.9462"
"GPR65","PTAFR","0.9462"
"STX1A","SYT4","0.9461"
"NPPC","SERPINE1","0.9460"
"DTL","RRM2","0.9460"
"CENPF","PRC1","0.9460"
"RALGDS","RAP1GAP","0.9460"
"ELN","LYZ","0.9460"
"ASRGL1","ASNS","0.9460"
"KCNA2","KCNH8","0.9460"
"MAD2L1","NUF2","0.9460"
"PRIM2","RAD51","0.9458"
"ANK3","SCN1B","0.9458"
"CCL2","FOSL1","0.9458"
"BUB1B","RRM2","0.9457"
"CD4","HLA-DQA1","0.9456"
"PCNA","RNASEH2A","0.9456"
"KCNA2","KCNQ4","0.9456"
"C1R","C3","0.9456"
"COL4A1","MMP9","0.9456"
"CACNA1H","RYR2","0.9455"
"AURKB","KIF23","0.9454"
"TGFBI","COL4A1","0.9454"
"EGFR","ITGA5","0.9454"
"CACNA1B","PRKCE","0.9453"
"SNAP25","STXBP6","0.9452"
"CHRNA4","VSNL1","0.9452"
"FBXO5","KIF11","0.9451"
"PTAFR","RGS4","0.9451"
"CD93","COL1A1","0.9451"
"CD93","COL4A1","0.9451"
"COL4A1","MATN2","0.9451"
"CENPF","CENPL","0.9450"
"KCNA5","KCNQ3","0.9450"
"ASPM","KIF18A","0.9450"
"PSMA2","SEC61G","0.9450"
"CENPM","SGOL1","0.9450"
"CDK1","DTL","0.9450"
"CENPL","NDC80","0.9450"
"GRN","HSPG2","0.9450"
"BUB1","CEP55","0.9450"
"GIT2","PAK3","0.9450"
"ESM1","ITGB2","0.9450"
"BIRC5","SKA1","0.9450"
"KIF11","PBK","0.9450"
"DLGAP5","KIF2C","0.9450"
"DLGAP5","KIF18A","0.9450"
"NOS1","PTPRN","0.9449"
"C1QB","PTX3","0.9449"
"C1QC","PTX3","0.9449"
"CDT1","KIF23","0.9449"
"NEFM","STXBP1","0.9449"
"NEFH","STXBP1","0.9449"
"COL4A1","OSM","0.9449"
"EGFR","ERBB4","0.9449"
"MAG","RTN4R","0.9448"
"PRKCE","GRIN2B","0.9447"
"GRIN2B","PPP3CA","0.9446"
"ERBB4","NRG3","0.9445"
"F2RL1","PRSS3","0.9444"
"TNFSF13B","TNFSF13","0.9444"
"PLK1","RABAC1","0.9443"
"PAK6","TPD52L1","0.9443"
"A1BG","PRDX4","0.9443"
"CASP4","ELF4","0.9443"
"FN1","TK1","0.9443"
"GIT2","RUSC2","0.9443"
"MATN2","CBFA2T3","0.9443"
"CDC45","CAMK1G","0.9443"
"KPNA2","SPRY1","0.9443"
"FOSL1","WFDC1","0.9443"
"GFRA1","SOCS3","0.9443"
"CDK5RAP3","KPNA2","0.9443"
"MAD2L1","RABAC1","0.9443"
"ACTC1","BCL11A","0.9443"
"CAMK1D","TNFSF13","0.9443"
"IRF9","S100A13","0.9443"
"WFDC1","ZNF677","0.9443"
"ANXA1","VCAM1","0.9441"
"MMP2","TIMP1","0.9441"
"FN1","PRKCB","0.9441"
"CENPF","MAD2L1","0.9440"
"CENPF","NEK2","0.9440"
"CENPA","KIF20A","0.9440"
"KIF18A","SPC24","0.9440"
"CCNB2","CDCA5","0.9440"
"CDK1","HMMR","0.9440"
"COL4A2","COL5A2","0.9440"
"FN1","LOX","0.9440"
"MAD2L1","MELK","0.9440"
"CCNA2","DLGAP5","0.9440"
"CD44","MSN","0.9439"
"CHEK1","UBE2C","0.9439"
"CNTNAP2","KCNAB2","0.9437"
"CDKN3","TTK","0.9437"
"VEGFA","VIP","0.9436"
"SFRP4","WNT5A","0.9436"
"IFNAR2","SOCS3","0.9436"
"CDKN1A","MEOX2","0.9436"
"MCM5","VCAM1","0.9435"
"CACNA1E","CACNB2","0.9435"
"CCNA1","CDC45","0.9430"
"OPRL1","SST","0.9430"
"HMMR","TTK","0.9430"
"HMMR","PBK","0.9430"
"NDUFA9","NDUFA11","0.9430"
"CENPF","NCAPG","0.9430"
"CCK","GNRH1","0.9430"
"CENPK","PLK1","0.9430"
"MCM2","MAD2L1","0.9430"
"ASPM","PBK","0.9430"
"SMC4","TTK","0.9430"
"CENPM","KIF18A","0.9430"
"HLA-DRB1","CD74","0.9430"
"CDC45","KIF11","0.9430"
"DNAJC6","SH3GL2","0.9430"
"CDKN3","CENPF","0.9430"
"CDKN3","RRM2","0.9430"
"MAD2L1","RRM2","0.9430"
"KIF23","PBK","0.9430"
"CPLX2","SNAP25","0.9430"
"MAD2L1","RAD51AP1","0.9430"
"KIF11","PLK4","0.9430"
"KIF11","NEK2","0.9430"
"RAC2","ARHGAP30","0.9430"
"CDC6","EXO1","0.9430"
"DLGAP5","HMMR","0.9430"
"GRIN1","SHANK2","0.9429"
"CCL27","CX3CR1","0.9428"
"CACNA1H","CACNG3","0.9428"
"FZD2","WNT7B","0.9423"
"CDKN3","PLK1","0.9422"
"PTK2B","GRIN1","0.9421"
"RDH10","RPE65","0.9420"
"CDCA7","TYMS","0.9420"
"C1S","C4B","0.9420"
"KIF18A","SKA1","0.9420"
"CENPL","KIF2C","0.9420"
"MELK","PRC1","0.9420"
"BIRC5","MAD2L1","0.9420"
"MAD2L1","PLK4","0.9420"
"MAD2L1","NEK2","0.9420"
"CEP55","KIF20A","0.9420"
"CHEK1","FANCD2","0.9420"
"ADRA2A","ADCY5","0.9420"
"CCNA2","CDCA5","0.9420"
"CCNB2","CDC20","0.9419"
"MYC","NDRG2","0.9419"
"GABRA2","GABRB3","0.9418"
"CCNA2","KIF15","0.9418"
"CRH","PTGS1","0.9416"
"ITGA4","TNC","0.9416"
"COL5A1","ITGA5","0.9416"
"CCNB2","CPEB1","0.9412"
"CCNA2","KIF4A","0.9412"
"CCNA2","POLE2","0.9412"
"CHEK1","PBK","0.9411"
"BUB1","PRC1","0.9410"
"EGFR","SPRY1","0.9410"
"DLGAP5","MAD2L1","0.9410"
"NDC80","TOP2A","0.9408"
"GRM1","GRM7","0.9405"
"GRM1","GRM2","0.9405"
"NCAPH","MAD2L1","0.9405"
"EMILIN1","EMILIN2","0.9404"
"KIFC1","TOP2A","0.9404"
"BCL11A","CDK4","0.9403"
"CACNA1H","CACNG8","0.9402"
"FZD7","WNT7B","0.9401"
"ADCYAP1","PTH1R","0.9400"
"CENPK","SGOL1","0.9400"
"AURKB","CENPK","0.9400"
"FN1","SDC1","0.9400"
"CDK1","TPX2","0.9400"
"MELK","TPX2","0.9400"
"COL1A1","COL4A2","0.9400"
"CDC45","TIMELESS","0.9400"
"BUB1B","ESPL1","0.9400"
"CCNA2","SHCBP1","0.9400"
"CEP55","NUF2","0.9400"
"CCNA2","HMMR","0.9400"
"CEP55","TPX2","0.9400"
"CHEK1","EXO1","0.9400"
"DLGAP5","SPC25","0.9400"
"EGFR","VPS33B","0.9400"
"AURKB","KIF2C","0.9399"
"CA12","CA3","0.9399"
"GRM2","GRM4","0.9398"
"CACNA1E","CACNA1H","0.9398"
"CFB","C4B","0.9398"
"FN1","SERPINH1","0.9398"
"IL20RA","SOCS3","0.9396"
"BTK","PTPN6","0.9395"
"CACNA1C","RYR2","0.9394"
"CDC20","MKI67","0.9392"
"ARHGDIB","ARHGDIG","0.9392"
"COL4A1","ITGA5","0.9392"
"ENPP2","VEGFA","0.9392"
"ALDH1A1","CYP26B1","0.9390"
"HLA-DRB5","CD74","0.9390"
"NDUFA9","UQCR11","0.9390"
"CSF1R","TYROBP","0.9390"
"KIF18A","TTK","0.9390"
"BUB1","HMMR","0.9390"
"BCAN","BGN","0.9390"
"CDKN3","CEP55","0.9390"
"CYP2E1","CYP4X1","0.9390"
"DLGAP5","UBE2C","0.9390"
"CDK4","SHOX2","0.9389"
"CACNB2","CACNG8","0.9387"
"CACNA1B","CACNA1H","0.9387"
"ANXA1","F2R","0.9386"
"ANXA1","F2RL1","0.9386"
"MAD2L1","TIMELESS","0.9386"
"NCAPG","RAD51AP1","0.9386"
"NCAPH","TTK","0.9386"
"TNK2","HCK","0.9385"
"PTGS1","PTGDS","0.9382"
"CDCA8","CEP55","0.9380"
"ASPM","KIF20A","0.9380"
"C3AR1","FPR1","0.9380"
"CDK2","KIF23","0.9380"
"CBX2","EZH2","0.9380"
"CTSS","CD53","0.9380"
"BIRC5","PBK","0.9380"
"BIRC5","DLGAP5","0.9380"
"SLC11A1","SPI1","0.9380"
"MAD2L1","TRIP13","0.9380"
"APLN","CCR5","0.9380"
"CEP55","MELK","0.9380"
"TESC","PPP3CA","0.9380"
"CDK5R1","AATK","0.9380"
"DLGAP5","KIF4A","0.9380"
"KCNAB2","KCNC4","0.9380"
"CDC20","KIF2C","0.9379"
"FPR1","OPRL1","0.9379"
"CDT1","KPNA2","0.9377"
"C1R","C4B","0.9376"
"CACNA1E","CACNG3","0.9375"
"CACNA1E","CACNB3","0.9375"
"MAPK11","TP53","0.9374"
"SPTBN2","SPTBN4","0.9373"
"SPTB","SPTBN2","0.9373"
"BUB1","CDC6","0.9373"
"FCGR3A","SYK","0.9373"
"DTL","FBXO5","0.9370"
"CENPA","KIF11","0.9370"
"CDCA8","CENPL","0.9370"
"GBP2","OAS1","0.9370"
"FN1","SPP1","0.9370"
"COL1A2","COL8A1","0.9370"
"NCAPG","PRC1","0.9370"
"POMC","IL18","0.9368"
"FSTL1","TGFB1","0.9368"
"MCM2","PRC1","0.9368"
"CDC20","PPP3CA","0.9368"
"KIF18A","KIF4A","0.9366"
"ANXA1","CCR1","0.9366"
"PRC1","TTK","0.9366"
"BUB1","CDC25C","0.9366"
"MAD2L1","TPX2","0.9366"
"ANXA2","S100A6","0.9365"
"CACNA1E","CACNA1I","0.9365"
"MKI67","NEK2","0.9363"
"GRIN1","PTPN5","0.9362"
"FN1","TIMP1","0.9362"
"ADCY5","PRKCE","0.9362"
"ANXA2","PRKCE","0.9361"
"COL6A2","COL8A2","0.9360"
"CENPF","PLK1","0.9360"
"ESPL1","TOP2A","0.9360"
"TP53","S100A1","0.9360"
"CENPL","SGOL1","0.9360"
"GNB5","PAK3","0.9360"
"STX1B","VAMP8","0.9360"
"KIF11","SHCBP1","0.9360"
"GABBR2","GNG3","0.9360"
"FPR1","RGS14","0.9360"
"CCNA2","RAD51AP1","0.9360"
"CEP55","RRM2","0.9360"
"NCAPH","NDC80","0.9360"
"DLGAP5","KIF15","0.9360"
"TNC","TGFB1","0.9358"
"PSMB10","PSMB9","0.9357"
"CD44","TIMP1","0.9357"
"BARD1","CDK2","0.9356"
"PAK7","RAC2","0.9356"
"CACNG8","GRIA2","0.9355"
"ARHGDIG","ARHGAP5","0.9354"
"NPFF","F2R","0.9354"
"PENK","RGS20","0.9354"
"MCM2","MELK","0.9354"
"CACNG3","EPB41L1","0.9354"
"C3AR1","OPRL1","0.9354"
"ADRA2C","FPR1","0.9354"
"CCL27","SSTR2","0.9354"
"ADORA2A","ADCY1","0.9354"
"NPY1R","SSTR2","0.9354"
"NPY1R","OPRL1","0.9354"
"CCR1","RGS14","0.9354"
"F2R","GPR65","0.9354"
"ENTPD3","PDE1B","0.9354"
"CCKBR","NTSR2","0.9354"
"CCKBR","PLCB4","0.9354"
"FCGR3A","PRKCB","0.9354"
"DRD1","ADCYAP1","0.9354"
"KIF20A","KIF2C","0.9354"
"NCAPH","KIF23","0.9354"
"KIF20A","TPX2","0.9352"
"HMMR","KIF11","0.9350"
"CENPF","UBE2C","0.9350"
"CENPF","CEP55","0.9350"
"CCNB1","TYMS","0.9350"
"CCNB1","CENPF","0.9350"
"PLK1","SKA3","0.9350"
"ASPM","BUB1B","0.9350"
"CCNB2","PBK","0.9350"
"COL4A2","COL5A1","0.9350"
"TK1","UBE2C","0.9350"
"CDC45","MAD2L1","0.9350"
"HS6ST3","NDST2","0.9350"
